306007	Talk to Kamia.
306008	Destroy vortex shards in the Devan Encampment.
306009	"Yes. Let's do this!"
306010	Talk to Kamia, hidden in the bush.
306011	Devan Raiders
306012	Clear the escape route by defeating devas.
306013	"We'll have to look for her."
306014	Talk to Kamia.
322001	A Fol and His Money
322002	What do devas want with federation money anyway?
322003	I won't forget this.
322004	Money Bag
322005	Recover the stolen money bags from the devas in Blood Run.
322006	Return to Chama.
322007	"Certainly."
322008	Return the bags to Foledus.
322009	Money Bag
322010	Return the money bags to Foledus at Bulwark Camp.
322011	"An honor to serve."
323001	Hope Chests Spring Eternal
323002	I'm going broke without my merchandise!
323003	Thanks. You've saved me a lot of money.
323004	"Time to find a new shop."
323005	Go to the Brigand's Den in Blood Run and search the chests for stolen valuables.
323006	Return the chests to Foledus.
324001	Hanging on by a Thread
324002	I need that fiber!
324003	That was fast!
324004	"Many thanks."
324005	Gather verdra fibers.
324006	Deliver the threads to Neacal at Bulwark Camp.
325001	Escort Services
325002	I'm sure the town and the peddlers would both be grateful.
325003	Supplies bolster morale more than you know.
325004	Begin your escort.
325005	Thank you! I would have never made it without you.
325006	Find the peddler along the eastern road and escort him to Crescentia.
325007	"Straight away."
325008	Speak to Justarius at the entrance to Crescentia.
325009	"Honored to serve."
325010	Report to Corann in Crescentia.
327001	Every Dog Has His Day
327002	Ask Esedran, near the cemetary, about Ohdi.
327003	Ohdi, my baby!
327004	Search for Ohdi.
327005	Speak to Esedran near Berzerad Cemetery.
327006	Corann
327007	Treat Pouch
327008	Find Ohdi in Berzerad Cemetery.
327009	Collect Ohdi.
327010	Ohdi
327011	Ohdi in the Bag
327012	Return Ohdi to Corann.
327013	"Here's your dog, sir."
328001	The Honored Dead
328002	Ohdi loves a good bone.
328003	That should keep him busy for a while.
328004	Sacred Bone
328005	Collect sacred bones from the undead in Berzerad Cemetery.
328006	Return the bones to Corann.
328007	"I'm glad to be of service."
329001	The Devan Menace
329002	I've heard good things about you. Some might even be true.
329003	"I'm here to help."
329004	Report to Hendry at the Vanguard Outpost.
330001	The Spore of the Problem
330002	I never cared much for sporewalkers anyway.
330003	These will help a lot.
330004	Agitated Spore
330005	Collect spores from the agitated sporewalkers wandering around Berzerad Cemetery.
330006	Return the spores to Esedran.
330007	"Thank you."
331001	Spiritual Scholarship
331002	Find Timuron, hiding in Berzerad Cemetery.
331003	Stand back...for science!
331004	"I'll take it now."
331005	Find Timuron, hiding in Berzerad Cemetery.
331006	Timuron
331007	Undead Compound
331008	Deliver the undead compound to Neria at the Vanguard Outpost.
331009	"Happy to help."
333001	Bringing Light to the Darkness
333002	Their deaths will cripple the devas' efforts.
333003	Well deserved!
333004	Black Heart
333005	How dare you interrupt our ritual?
333006	Curse you!
333007	Hunt down reavers of resurrection and ebonheart sorcerers in Deva Silva and bring back their hearts.
333008	Report to Hendry at the Vanguard Outpost.
333009	"A pleasure to serve."
334001	Losing Focus
334002	Remember, kill devas, not castanics.
334003	These contain dark power! They'll be very useful.
334004	Devan Amulet
334005	Kill Kulsilva, the sporewalkers, and the arcanists in Deva Silva and collect their amulets.
334006	Bring the amulets back to Pholus.
334007	"Here you are."
335001	Scouting Ahead
335002	Droyan needs all the help he can get.
335003	Thanks for helping.
335004	"I'll gladly help."
335005	Head deep into Deva Silva and find Droyan.
336001	Delving into Academia
336002	Watch out for Basilisks!
336003	I need help!
336004	"I'll do what I can."
336005	Head northeast and find Parlan in Bestial Vale.
337001	An Elegant Weapon from a More Civilized Empire
337002	Watch your step with those devas.
337003	I'll put these to good use.
337004	Devan Weapon
337005	Collect weapons from devan blademasters, brigands, and scrappers deep inside Deva Silva.
337006	Bring the weapons to Droyan.
337007	"Droyan and I found these weapons."
338001	One-Stop Shopping
338002	Go steal our stuff back.
338003	Let's see how they like being burgled for once.
338004	"Here's the supplies."
338005	Liberate devan brigand Supplies from Deva Silva.
338006	Return the supplies to Droyan.
339001	Out on the Edge
339002	Here, take this canteen.
339003	May they rest in peace.
339004	Droyan
339005	Droyan's Canteen
339006	Find Rasima, currently hiding in Deva Silva, and bring her some water.
339007	"Of course I'll help."
339008	"This is for his family."
339009	Find Keleth's corpse in Deva Silva.
339010	Dead vigilante's corpse.
339011	Keleth's Ring
339012	Return the ring to Rasima.
339013	"Thank you."
340001	Good News for a Change
340002	Sure you can carry all that?
340003	From Droyan? Thanks!
340004	Droyan
340005	Field Package
340006	Deliver the field package to Hendry at the Vanguard Outpost.
340007	"Here you go."
341001	Breaking a Few Eggs
341002	More eggs for us, fewer for them.
341003	Maybe we can find a use for these besides big omelets.
341004	"Your creepy eggs."
341005	Collect basilisk eggs from the Bestial Vale.
341006	Deliver the eggs to Parlan.
341007	Parlan
341008	Elixir Prototype
341009	Find a basilisk victim's corpse in the Bestial Vale.
341010	"I hope this works."
341011	Collect the remains.
341012	Collect the remains.
341013	Unfortunate Victim
341014	Broken Bones
341015	Return the bones to Parlan.
341016	"This is what's left."
342001	Blazing Eyes
342002	Only the really best eyes, mind.
342003	Creepy, but possibly useful.
342004	Pristine Eyeball
342005	Collect pristine eyeballs from basilisks in the Bestial Vale.
342006	Deliver the eyeballs to Parlan.
342007	"Watch out for these."
343001	Barking up the Wrong Tree
343002	Bring me some Ghilliedhu Root before Parlan kicks my ass.
343003	Rushal shouldn't worry so much.
343004	Ghilliedhu Root
343005	Collect roots from ghilliedhus in the Bestial Vale.
343006	Deliver the roots to Rushal.
343007	"I'd be happy to."
343008	Rushal
343009	Ghilliedhu Root
343010	Deliver the roots to Parlan.
343011	"Thanks very much."
344001	Battle for Blood Run
344002	Neacal needs someone like you.
344003	Show those devas a thing or two.
344004	"How can I help?"
344005	Follow the road northeast from Lumbertown and report to Neacal at the Bulwark Camp.
370001	Suppression Orders: Devas (Guild)
370002	Proof of Kill:
370003	"Reporting in!"
370004	Eliminate the devas in Blood Run and retrieve the stolen cargo.
370005	Report to Jalize in Crescentia when mission is complete.
371001	Suppression Orders: Undead (Guild)
371002	Proof of Kill: Undead's Death
371003	"Reporting in!"
371004	Eliminate the undead in Berzerad Cemetery.
371005	Report to Jalize in Crescentia when mission is complete.
372001	Suppression Orders: Devan Conspirators (Guild)
372002	Proof of Kill: Deva Deaths
372003	"Reporting in!"
372004	Hunt the devas in Deva Silva.
372005	Report to Jalize in Crescentia when mission is complete.
373001	(Guild) Suppression Orders: Ghilliedhus
373002	Proof of Kill: Ghilliedhu's Death
373003	"Reporting in!"
373004	Cull the ghilliedhus in Bestial Vale.
373005	Report to Jalize in Crescentia when mission is complete.
374001	(Guild) Suppression Orders: Lanok
374002	Proof of Kill: Lanok's Death
374003	"For the federation!"
374004	Hunt down Lanok.
374005	Report to Jalize in Crescentia when mission is complete.
381001	Suppression Orders: Lanok (Vanarch)
381002	Proof of Kill: Lanok's Death
381003	"For the federation!"
381004	Hunt down Lanok.
381005	Report to Jalize in Crescentia when mission is complete.
401001	Rescue the Core
401002	"Will do."
401003	Talk to Elleon.
401004	"Understood."
401005	Speak to Aarinia near the entrance to Fyrmount.
401006	"Got it."
401007	Use the Firebase Valor Teleport Scroll and go to Elleon at Firebase Valor in northern Fyrmount.
401008	"For the federation."
401009	Find Jelena at Bahaar's Maw.
401010	Akasha's Orders
401011	For Akasha!
401012	Arrrgh...Akasha...my goddess...
401013	Kill Jirakar at Bahaar's Maw and retrieve Akasha's orders.
401014	Return to Jelena.
401015	"Got it."
401016	Show Akasha's orders to Elleon.
401017	Akasha's Orders
401018	Deliver Akasha's orders to Elleon.
401019	"Understood."
401020	Fyrmount Abyss
401021	Tell Elleon that you are ready.
401022	Use the {@LinkCreature:204#1124#Teleportal} to go to Fyrmount Abyss and join with {@LinkCreature:403#1103#Elleon}.&#xA[You can proceed by selecting "I am ready." after speaking with {@LinkCreature:403#1103#Elleon} in Fyrmount Abyss.]
401023	Use the {@LinkCreature:204#1124#Teleportal} to go to Fyrmount Abyss and join with {@LinkCreature:403#1103#Elleon}.&#xA[You can proceed by selecting "I am ready." after speaking with {@LinkCreature:403#1103#Elleon} in Fyrmount Abyss.]
401024	My fight...is finally over....
401025	Protect {@LinkCreature:403#1108#The Core} from Akasha's attack.&#xA[You can proceed by selecting "We'll be fine." after speaking with {@LinkCreature:403#1108#The Core} in Fyrmount Abyss.]
401026	"Alright."
401027	Speak with Elleon.
401028	"Thank you."
401029	Return to Castanica and speak with Fraya.
403001	Smoldering Bloodshard
403002	"Understood."
403003	"Okay."
403004	"Got it."
403005	"Alright."
403006	Collect durignite from the residents of Castanica.
403007	"Right."
403008	Bring the durignite to Isolda.
403009	Bring the durignite to Isolda.
403010	"Okay."
403011	Speak with Dada at Cauldron Outpost about the shortage of durignite.
403012	End the investigation.
403013	End the investigation.
403014	End the investigation.
403015	End the investigation.
403016	Investigate the Delthin Mine in the western Brimstone Highlands.
403017	Tansin Mine
403018	Investigate the dead miners around the Tansin Mine.
403019	Investigate the Tansin Mine north of the Delthin Mine.
403020	Take the belongings.
403021	Take the belongings.
403022	Take the belongings.
403023	Take the belongings.
403024	Retrieve the miners' belongings around the Tansin Mine.
403025	"Okay."
403026	Return the belongings to Dada at Cauldron Outpost.
403027	Return the belongings to Dada at Cauldron Outpost.
403028	Durignite Sack
403029	Kill the devan war golems and fallen devan protectors and retrieve the durignite.
403030	Return the durignite to Dada at Cauldron Outpost. 
403031	"Okay."
403032	Mine Foreman Dada 
403033	Durignite Sack
403034	Bring the durignite to Isolda.
403035	"Okay."
403036	"Thank you."
403037	"Thank you."
403038	"Thank you."
403039	"Thank you."
403040	Inform the residents of Castanica that the miner problems have been resolved.
403041	"I'll do my best."
403042	Report back to Isolda.
421001	Into the Fire
421002	Watch out for fangspawns...
421003	We're Castanica's last line of defense!
421004	"I'll do what I can."
421005	Find Aarinia at Cauldron Outpost in southeastern Fyrmount.
421006	"Glad to help."
421007	Talk to Keinie at Cauldron Outpost.
422001	Vanquished Foes
422002	I wouldn't take on a fangspawn alone, but that's just me.
422003	You're sure living up to your reputation!
422004	Smoldering Heart
422005	Slay the fangspawns in the Brimstone Highlands and collect their hearts.
422006	Deliver the hearts to Aarinia at Cauldron Outpost.
422007	"No doubt."
423001	Ending the Nightmare
423002	The sulphur is quite cleansing. Stinky, but cleansing.
423003	I know that wasn't easy. You have my thanks.
423004	Sulphurous Essence
423005	Kill the sulphurous groknars and collect the essence.
423006	Deliver the essences to Larusia at Cauldron Outpost.
423007	"For the federation!"
424001	Clear the Way
424002	We have enough things trying to kill us.
424003	Things could be worse. There could be gulas.
424004	Kill the sooty sporewalkers and smoldering ghilliedhus in the Brimstone Highlands.
424005	"For Valkyon!"
424006	Return to Larusia.
425001	Howling Mad
425002	Do something about those wolves. The howling is making me crazy!
425003	Hear that silence? Wonderful, isn't it?
425004	Cull the ashstalker wolves in the Brimstone Highlands.
425005	"It wasn't so hard."
425006	Return to Kridan at Cauldron Outpost.
426001	Contested Territory
426002	Rotten devan leftovers.
426003	And we can melt these down and use them.
426004	Shadmetal Armor
426005	Kill the devan war golems and fallen devan protectors near the Delthin Mine for their shadmetal armor.
426006	Report back to Aarinia.
426007	"Glad to have helped!"
427001	Dark Knights Waning
427002	Send those cursed undead back to the Dream where they belong!
427003	You've fought well. Many thanks!
427004	Rotted Devan Token
427005	Kill the devan dark knights and risen devan infantry and collect their tokens.
427006	Report back to Aarinia at Cauldron Outpost.
427007	"Glad to be of service."
428001	The Honored Dead
428002	We all have our rituals, don't we? Even soldiers.
428003	Though they fell in battle, their courage lives on.
428004	Larusia
428005	Holy Water
428006	Sprinkle holy water on the bodies of the dead soldiers in the western Brimstone Highlands.
428007	Collect their effects.
428008	Larusia
428009	Holy Water
428010	Sprinkle holy water on the bodies of the dead soldiers in the western Brimstone Highlands.
428011	Collect their effects.
428012	Larusia
428013	Holy Water
428014	Sprinkle holy water on the bodies of the dead soldiers in the western Brimstone Highlands.
428015	Collect their effects.
428016	Sacrificed Soldiers
428017	Collected their effects.
428018	Return to Larusia at Cauldron Outpost.
428019	"It wasn't easy."
429001	Orders for the Intrepid
429002	Watch yourself out there. Things get worse, not better.
429003	You look fit to fight!
429004	"For the federation!"
429005	Make your way to Firebase Intrepid and report in.
429006	"I'll do what I can."
429007	Speak with Helone.
430001	Taming the Fangs
430002	Fangspawns are dumb, but vicious!
430003	That is one big heart. Is it steaming?
430004	Infernal Heart
430005	Hunt down the fangspawns in the Blazing Vale and collect their hearts.
430006	Report back to Kimuk.
430007	"Ready for more!"
431001	Waiting for the Hammer to Fall
431002	Teach those shurians the folly of crossing us!
431003	Deftly handled, my friend.
431004	Defeat the shurian foe-hammers in the Blazing Vale.
431005	"Glad to have helped."
431006	Report back to Ravilyn at Firebase Intrepid.
432001	Medicinal Properties
432002	This is a mission of mercy!
432003	We owe you a great debt. Thanks.
432004	Eldritch Bones
432005	Hunt down eldritch cardinals and collect their bones.
432006	Deliver the bones to Kirlane.
432007	"For the federation!"
433001	Turning the Tables
433002	Morale is half the battle.
433003	With those reavers gone, we can hold our own.
433004	Hunt down and destroy the eldritch reavers in the Blazing Vale.
433005	"For the federation!"
433006	Report back to Ravilyn.
434001	Reinforcing the Ramparts
434002	Flamewood's darned useful stuff. Tough, too.
434003	This will do nicely! Looks hot.
434004	Flamewood
434005	Collect flamewood from the raging arbosks.
434006	Deliver the flamewood to Grennis.
