24	161	Buff	False	seta	60000	0	23	Grant Automatic Critical Hits	48009	Grant Automatic Critical Hits	Grant automatic critical hits to enemy.$BRTest Only			True
25	208	Buff	True	seta	100000	0	0.2	T.E.R.A. TIME	3225	T.E.R.A. TIME	Feel the fever! Decreases all skill cooldowns except for alliance skills by 80%. Greatly increases MP replenishment. Is not active while in dungeons or battlegrounds.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
25	52	Buff	True	seta	100000	1	0.5	T.E.R.A. TIME	3225	T.E.R.A. TIME	Feel the fever! Decreases all skill cooldowns except for alliance skills by 80%. Greatly increases MP replenishment. Is not active while in dungeons or battlegrounds.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
26	208	Buff	True	seta	100000	0	0.2	Ultra-Hyper-Fire-Turbo Time	3225	Ultra-Hyper-Fire-Turbo Time	Feel the fever! Decreases all skill cooldowns except for alliance skills by 80%. Greatly increases MP replenishment. Is not active while in dungeons or battlegrounds.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
26	52	Buff	True	seta	100000	1	0.5	Ultra-Hyper-Fire-Turbo Time	3225	Ultra-Hyper-Fire-Turbo Time	Feel the fever! Decreases all skill cooldowns except for alliance skills by 80%. Greatly increases MP replenishment. Is not active while in dungeons or battlegrounds.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
27	208	Buff	True	seta	100000	0	0.2	T.E.R.A. TIME	3225	T.E.R.A. TIME	Feel the fever! Decreases all skill cooldowns except for alliance skills by 80%. Greatly increases MP replenishment. Is not active while in dungeons or battlegrounds.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
27	52	Buff	True	seta	100000	1	0.5	T.E.R.A. TIME	3225	T.E.R.A. TIME	Feel the fever! Decreases all skill cooldowns except for alliance skills by 80%. Greatly increases MP replenishment. Is not active while in dungeons or battlegrounds.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
28	208	Buff	False	seta	7200000	0	0.2	T.E.R.A. TIME	3225	T.E.R.A. TIME	Feel the fever! Decreases all skill cooldowns except for alliance skills by 80%. Greatly increases MP replenishment. Is not active while in dungeons or battlegrounds.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
28	52	Buff	False	seta	7200000	1	0.5	T.E.R.A. TIME	3225	T.E.R.A. TIME	Feel the fever! Decreases all skill cooldowns except for alliance skills by 80%. Greatly increases MP replenishment. Is not active while in dungeons or battlegrounds.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
29	Speed	Buff	False	seta	1000	0	1		3225					False
30	Power	Buff	True	seta	900000	0	1.1	Blessing of Amarun	3226	Blessing of Amarun	Increases maximum HP for the first venture into the dungeon.	icon_skills.heart_buff_tex	icon_skills.heart_buff_tex	True
31	Speed	Buff	False	seta	7200000	0	1.2	T.E.R.A. TIME Season 2	3227	T.E.R.A. TIME Season 2	Engage in spectacular battles! Increases Power by 20%, and significantly increases Attack Speed.	icon_status.buff_of_kaia_tex	icon_status.buff_of_kaia_tex	True
31	24	Buff	False	seta	7200000	0	1.12	T.E.R.A. TIME Season 2	3227	T.E.R.A. TIME Season 2	Engage in spectacular battles! Increases Power by 20%, and significantly increases Attack Speed.	icon_status.buff_of_kaia_tex	icon_status.buff_of_kaia_tex	True
32	Speed	Buff	False	seta	1000	0	1		3227					False
33	208	Buff	True	seta	100000	0	0.2	Ultra-Hyper-Fire-Turbo Time	3225	Ultra-Hyper-Fire-Turbo Time	Feel the fever! Decreases all skill cooldowns by 80%. Greatly increases MP replenishment. Is not active while in dungeons or battlegrounds.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
33	52	Buff	True	seta	100000	1	0.5	Ultra-Hyper-Fire-Turbo Time	3225	Ultra-Hyper-Fire-Turbo Time	Feel the fever! Decreases all skill cooldowns by 80%. Greatly increases MP replenishment. Is not active while in dungeons or battlegrounds.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
34	Power	Buff	True	seta	900000	0	1.1	Blessing of Amarun	3226	Blessing of Amarun	Increases maximum HP for the first venture into the dungeon.	icon_skills.heart_buff_tex	icon_skills.heart_buff_tex	True
35	Speed	Buff	False	seta	1000	0	1		48001					False
36	Speed	Buff	True	seta	7200000	0	1.2	4th Anniversary Buff(Increase Attack Power)	3227	4th Anniversary Buff(Increase Attack Power)	Engage in spectacular battles! When attacking, damage increases by 20% and attack speed greatly increases as well.	icon_status.buff_of_kaia_tex	icon_status.buff_of_kaia_tex	True
36	24	Buff	True	seta	7200000	0	1.12	4th Anniversary Buff(Increase Attack Power)	3227	4th Anniversary Buff(Increase Attack Power)	Engage in spectacular battles! When attacking, damage increases by 20% and attack speed greatly increases as well.	icon_status.buff_of_kaia_tex	icon_status.buff_of_kaia_tex	True
37	208	Buff	True	seta	100000	0	0.2	4th Anniversary Buff(Decreased Cooldown)	3230	4th Anniversary Buff(Decreased Cooldown)	Feel the fever! All skill cooldowns except for alliance skills decrease by 80%, and all MP regeneration increases immensely.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
37	52	Buff	True	seta	100000	1	0.5	4th Anniversary Buff(Decreased Cooldown)	3230	4th Anniversary Buff(Decreased Cooldown)	Feel the fever! All skill cooldowns except for alliance skills decrease by 80%, and all MP regeneration increases immensely.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
38	Speed	Buff	False	seta	1000	0	1		3230					False
39	Speed	Buff	True	seta	100000	0	1.02	The Call of War	3231	The Call of War	Increases skill damage, Attack Speed and HP recovery by 2%.	icon_status.plusecritical_tex	icon_status.plusecritical_tex	True
39	24	Buff	True	seta	100000	0	1.02	The Call of War	3231	The Call of War	Increases skill damage, Attack Speed and HP recovery by 2%.	icon_status.plusecritical_tex	icon_status.plusecritical_tex	True
39	105	Buff	True	seta	100000	0	1.02	The Call of War	3231	The Call of War	Increases skill damage, Attack Speed and HP recovery by 2%.	icon_status.plusecritical_tex	icon_status.plusecritical_tex	True
39	164	Buff	True	seta	100000	0	1.02	The Call of War	3231	The Call of War	Increases skill damage, Attack Speed and HP recovery by 2%.	icon_status.plusecritical_tex	icon_status.plusecritical_tex	True
40	35	Buff	True	seta	100000	0	0.6	Balder's Blessing	3233	Balder's Blessing	Increases your gathering proficiencies by 30 and shortens your gathering and crafting times.	icon_items.artisanall_up_tex	icon_items.artisanall_up_tex	True
40	31	Buff	True	seta	100000	0	30	Balder's Blessing	3233	Balder's Blessing	Increases your gathering proficiencies by 30 and shortens your gathering and crafting times.	icon_items.artisanall_up_tex	icon_items.artisanall_up_tex	True
40	26	Buff	True	seta	100000	0	0.6	Balder's Blessing	3233	Balder's Blessing	Increases your gathering proficiencies by 30 and shortens your gathering and crafting times.	icon_items.artisanall_up_tex	icon_items.artisanall_up_tex	True
41	291	Buff	False	seta	300000	1	1.03	Bahaar's Blessing I	3234	Bahaar's Blessing I	Slightly increases enchantment success rate.	icon_items.parts_heavyarmorc5_tex	icon_items.parts_heavyarmorc5_tex	True
42	291	Buff	False	seta	300000	1	1.05	Bahaar's Blessing II	3234	Bahaar's Blessing II	Increases enchantment success rate.	icon_items.parts_heavyarmorc5_tex	icon_items.parts_heavyarmorc5_tex	True
43	291	Buff	False	seta	300000	1	1.07	Bahaar's Blessing III	3234	Bahaar's Blessing III	Significantly increases enchantment success rate.	icon_items.parts_heavyarmorc5_tex	icon_items.parts_heavyarmorc5_tex	True
44	291	Buff	False	seta	600000	1	1.03	Bahaar's Blessing I	3234	Bahaar's Blessing I	Slightly increases enchantment success rate.	icon_items.parts_heavyarmorc5_tex	icon_items.parts_heavyarmorc5_tex	True
45	291	Buff	False	seta	600000	1	1.05	Bahaar's Blessing II	3234	Bahaar's Blessing II	Increases enchantment success rate.	icon_items.parts_heavyarmorc5_tex	icon_items.parts_heavyarmorc5_tex	True
46	291	Buff	False	seta	600000	1	1.07	Bahaar's Blessing III	3234	Bahaar's Blessing III	Significantly increases enchantment success rate.	icon_items.parts_heavyarmorc5_tex	icon_items.parts_heavyarmorc5_tex	True
47	22	Buff	False	seta	9900000	0	1.5	Test_Skill Damage Increase/Aggro Reduction	48001	Test_Skill Damage Increase/Aggro Reduction	Test Only! Increases all skill damage by 50%. Decreases Aggro  by 50%	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
47	20	Buff	False	seta	9900000	0	0.5	Test_Skill Damage Increase/Aggro Reduction	48001	Test_Skill Damage Increase/Aggro Reduction	Test Only! Increases all skill damage by 50%. Decreases Aggro  by 50%	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
48	35	Buff	True	seta	100000	0	0.6	Baldera's Blessing	3233	Baldera's Blessing	Increases your gathering proficiencies by 30 and shortens your gathering and crafting time.	icon_items.artisanall_up_tex	icon_items.artisanall_up_tex	False
48	31	Buff	True	seta	100000	0	30	Baldera's Blessing	3233	Baldera's Blessing	Increases your gathering proficiencies by 30 and shortens your gathering and crafting time.	icon_items.artisanall_up_tex	icon_items.artisanall_up_tex	False
48	26	Buff	True	seta	100000	0	0.6	Baldera's Blessing	3233	Baldera's Blessing	Increases your gathering proficiencies by 30 and shortens your gathering and crafting time.	icon_items.artisanall_up_tex	icon_items.artisanall_up_tex	False
49	245	Buff	False	seta	3600000	0	0		501			icon_skills.distortionfield_tex	icon_skills.distortionfield_tex	True
49	103	Buff	False	seta	3600000	0	0		501			icon_skills.distortionfield_tex	icon_skills.distortionfield_tex	True
49	287	Buff	False	seta	3600000	0	0		501			icon_skills.distortionfield_tex	icon_skills.distortionfield_tex	True
50	227	Buff	False	seta	3600000	0	500000000		9624			icon_skills.armorofprotection_tex	icon_skills.armorofprotection_tex	True
50	103	Buff	False	seta	3600000	0	0		9624			icon_skills.armorofprotection_tex	icon_skills.armorofprotection_tex	True
50	287	Buff	False	seta	3600000	0	0		9624			icon_skills.armorofprotection_tex	icon_skills.armorofprotection_tex	True
51	Stun	Buff	False	seta	36000000	0	0.88	Stun for DPS testing	48004	Stun for DPS testing	Stunned for DPS testing. The following abnormalities are added:&#xADecreases Endurance by $H_W_BAD$value$COLOR_END (3 stacks of Debilitate)&#xADecreases Endurance $H_W_BAD$value2$COLOR_END (Volley of Curses Glyphs)&#xADecreases Crit Resist Factor $H_W_BAD$value3$COLOR_END (Volley of Curses EP)	icon_items.q_bones_tex	icon_items.q_bones_tex	True
51	Stun	Buff	False	seta	36000000	0	0.9	Stun for DPS testing	48004	Stun for DPS testing	Stunned for DPS testing. The following abnormalities are added:&#xADecreases Endurance by $H_W_BAD$value$COLOR_END (3 stacks of Debilitate)&#xADecreases Endurance $H_W_BAD$value2$COLOR_END (Volley of Curses Glyphs)&#xADecreases Crit Resist Factor $H_W_BAD$value3$COLOR_END (Volley of Curses EP)	icon_items.q_bones_tex	icon_items.q_bones_tex	True
51	CritFactor	Buff	False	seta	36000000	0	-12	Stun for DPS testing	48004	Stun for DPS testing	Stunned for DPS testing. The following abnormalities are added:&#xADecreases Endurance by $H_W_BAD$value$COLOR_END (3 stacks of Debilitate)&#xADecreases Endurance $H_W_BAD$value2$COLOR_END (Volley of Curses Glyphs)&#xADecreases Crit Resist Factor $H_W_BAD$value3$COLOR_END (Volley of Curses EP)	icon_items.q_bones_tex	icon_items.q_bones_tex	True
51	211	Buff	False	seta	36000000	0	4	Stun for DPS testing	48004	Stun for DPS testing	Stunned for DPS testing. The following abnormalities are added:&#xADecreases Endurance by $H_W_BAD$value$COLOR_END (3 stacks of Debilitate)&#xADecreases Endurance $H_W_BAD$value2$COLOR_END (Volley of Curses Glyphs)&#xADecreases Crit Resist Factor $H_W_BAD$value3$COLOR_END (Volley of Curses EP)	icon_items.q_bones_tex	icon_items.q_bones_tex	True
51	211	Buff	False	seta	36000000	0	5	Stun for DPS testing	48004	Stun for DPS testing	Stunned for DPS testing. The following abnormalities are added:&#xADecreases Endurance by $H_W_BAD$value$COLOR_END (3 stacks of Debilitate)&#xADecreases Endurance $H_W_BAD$value2$COLOR_END (Volley of Curses Glyphs)&#xADecreases Crit Resist Factor $H_W_BAD$value3$COLOR_END (Volley of Curses EP)	icon_items.q_bones_tex	icon_items.q_bones_tex	True
52	Speed	Buff	True	seta	1000	0	3	Super TERA Time [Power, Attack Speed]	44822	Super TERA Time [Power, Attack Speed]	Increases Power by 200% and Attack Speed by 20%.	icon_status.plusattack_tex	icon_status.plusattack_tex	False
52	24	Buff	True	seta	1000	0	1.2	Super TERA Time [Power, Attack Speed]	44822	Super TERA Time [Power, Attack Speed]	Increases Power by 200% and Attack Speed by 20%.	icon_status.plusattack_tex	icon_status.plusattack_tex	False
53	Speed	Buff	True	seta	3600000	0	1.5	TERA Time [Power, Attack Speed, Skill Damage]	44823	TERA Time [Power, Attack Speed, Skill Damage]	Increases Power by 50%, Attack Speed by 10% and Skill Damage by 50%.	icon_status.plusattack_tex	icon_status.plusattack_tex	False
53	24	Buff	True	seta	3600000	0	1.1	TERA Time [Power, Attack Speed, Skill Damage]	44823	TERA Time [Power, Attack Speed, Skill Damage]	Increases Power by 50%, Attack Speed by 10% and Skill Damage by 50%.	icon_status.plusattack_tex	icon_status.plusattack_tex	False
53	22	Buff	True	seta	3600000	0	1.5	TERA Time [Power, Attack Speed, Skill Damage]	44823	TERA Time [Power, Attack Speed, Skill Damage]	Increases Power by 50%, Attack Speed by 10% and Skill Damage by 50%.	icon_status.plusattack_tex	icon_status.plusattack_tex	False
54	19	Buff	True	seta	900000	0	1.42	TERA Time [Crit Power]	44824	TERA Time [Crit Power]	Increases Crit Power by +1.42 times.	icon_status.plusepoisonresist_tex	icon_status.plusepoisonresist_tex	False
55	208	Buff	True	seta	100000	0	0.2	Super TERA Time [Skill Cooldown, MP Replenishment]	44825	Super TERA Time [Skill Cooldown, MP Replenishment]	Decreases cooldown of all skills by 80% and increases MP Replenishment per second.	icon_status.pluswill_tex	icon_status.pluswill_tex	False
55	52	Buff	True	seta	100000	1	0.5	Super TERA Time [Skill Cooldown, MP Replenishment]	44825	Super TERA Time [Skill Cooldown, MP Replenishment]	Decreases cooldown of all skills by 80% and increases MP Replenishment per second.	icon_status.pluswill_tex	icon_status.pluswill_tex	False
56	208	Buff	True	seta	1800000	0	0.85	TERA Time [Skill Cooldown]	44826	TERA Time [Skill Cooldown]	Decreases cooldown of all skills by 15%.	icon_status.pluswill_tex	icon_status.pluswill_tex	False
57	AttackSpeed	Buff	True	seta	300000	0	30	Super TERA Time [Crit Factor]	44827	Super TERA Time [Crit Factor]	Increases chance to crit by 2900%.	icon_status.plusecritical_tex	icon_status.plusecritical_tex	False
58	AttackSpeed	Buff	True	seta	900000	0	55	TERA Time [Crit Factor]	44828	TERA Time [Crit Factor]	Increases Crit Factor by 55%.	icon_status.plusecritical_tex	icon_status.plusecritical_tex	False
59	19	Buff	False	seta	1800000	0	1.42		448			icon_status.plusepoisonresist_tex	icon_status.plusepoisonresist_tex	False
60	208	Buff	False	seta	1800000	0	0.85		448			icon_status.pluswill_tex	icon_status.pluswill_tex	False
61	AttackSpeed	Buff	False	seta	1800000	0	55		448			icon_status.pluswill_tex	icon_status.pluswill_tex	False
62	24	Buff	False	seta	300000	0	1.10		4034			icon_items.heartchocolate_tex	icon_items.heartchocolate_tex	True
63	208	Buff	False	seta	300000	0	0.90		4036			icon_items.candyapple_tex	icon_items.candyapple_tex	True
64	208	Buff	False	seta	1800000	0	0.85		9661			icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
64	Speed	Buff	False	seta	1800000	0	1.27		9661			icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
64	Stun	Buff	False	seta	1800000	0	1.2		9661			icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
64	52	Buff	False	seta	1800000	5	902		9661			icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
64	19	Buff	False	seta	1800000	0	1.42		9661			icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
65	208	Buff	False	seta	1800000	0	0.85		9661			icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
65	Speed	Buff	False	seta	1800000	0	1.27		9661			icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
65	Stun	Buff	False	seta	1800000	0	1.2		9661			icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
65	52	Buff	False	seta	1800000	5	459		9661			icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
65	19	Buff	False	seta	1800000	0	1.42		9661			icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
66	208	Buff	False	seta	1800000	0	0.85		9661			icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
66	Speed	Buff	False	seta	1800000	0	1.27		9661			icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
66	Stun	Buff	False	seta	1800000	0	1.2		9661			icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
66	52	Buff	False	seta	1800000	5	902		9661			icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
66	19	Buff	False	seta	1800000	0	1.42		9661			icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
67	208	Buff	False	seta	1800000	0	0.85		9662					False
68	208	Buff	False	seta	1800000	0	0.85		9662					False
69	24	Buff	False	seta	1800000	0	1.04		44802					False
69	162	Buff	False	seta	1800000	0	1.1		44802					False
69	104	Buff	False	seta	1800000	0	0.9		44802					False
70	Power	Buff	False	seta	1800000	0	1.05		7201					False
70	Speed	Buff	False	seta	1800000	0	10		7201					False
70	AttackSpeed	Buff	False	seta	1800000	0	20		7201					False
70	24	Buff	False	seta	1800000	0	3		7201					False
71	317	Buff	False	seta	1800000	0	1		49					False
71	162	Buff	False	seta	1800000	0	1		49					False
71	282	Buff	False	seta	1800000	0	1		49					False
101	245	Buff	False	seta	2100	0	0	Retaliate	69	Retaliate	Immune to knockdown, stagger, and stuns.	icon_skills.risingattack_tex	icon_skills.risingattack_tex	False
101	287	Buff	False	seta	2100	0	0	Retaliate	69	Retaliate	Immune to knockdown, stagger, and stuns.	icon_skills.risingattack_tex	icon_skills.risingattack_tex	False
201	Speed	Buff	False	seta	2400000	0	17	Blessing of Shakan I	2	Blessing of Shakan I	Increases Power by $H_W_GOOD$value$COLOR_END.	icon_skills.attackup_tex	icon_skills.attackup_tex	False
201	Stun	Buff	False	seta	2400000	0	8	Blessing of Shakan I	2	Blessing of Shakan I	Increases Power by $H_W_GOOD$value$COLOR_END.	icon_skills.attackup_tex	icon_skills.attackup_tex	False
201	18	Buff	False	seta	2400000	0	5	Blessing of Shakan I	2	Blessing of Shakan I	Increases Power by $H_W_GOOD$value$COLOR_END.	icon_skills.attackup_tex	icon_skills.attackup_tex	False
202	Speed	Buff	False	seta	2400000	0	25	Blessing of Shakan II	2	Blessing of Shakan II	Increases Power by $H_W_GOOD$value$COLOR_END.	icon_skills.attackup_tex	icon_skills.attackup_tex	False
202	Stun	Buff	False	seta	2400000	0	11	Blessing of Shakan II	2	Blessing of Shakan II	Increases Power by $H_W_GOOD$value$COLOR_END.	icon_skills.attackup_tex	icon_skills.attackup_tex	False
202	18	Buff	False	seta	2400000	0	5	Blessing of Shakan II	2	Blessing of Shakan II	Increases Power by $H_W_GOOD$value$COLOR_END.	icon_skills.attackup_tex	icon_skills.attackup_tex	False
203	1004	Debuff	False	seta	21000	0	0	Divine Punishment	22462	Divine Punishment		icon_skills.breakmagicaldef_tex	icon_skills.breakmagicaldef_tex	False
204	1004	Debuff	False	seta	21000	0	0	Curse	22462	Curse		icon_skills.breakmagicaldef_tex	icon_skills.breakmagicaldef_tex	True
301	211	Stun	False	seta	6000	0	5	Lightning Trap	22401	Lightning Trap	Stunned. Cannot move.	icon_skills.shocktrap_tex	icon_skills.shocktrap_tex	True
501	27	Buff	False	seta	600000	0	40	Movement Speed Increases	44811	Movement Speed Increases	Increases Movement Speed immensely.	icon_status.aura_of_wind_tex	icon_status.aura_of_wind_tex	True
601	Speed	Buff	True	seta	3000	0	20	Titanic Wrath	43	Titanic Wrath	Increases Power by $H_W_GOOD20$COLOR_END. Increases Attack Speed by $H_W_GOOD6$COLOR_END.	icon_skills.rage_tex	icon_skills.rage_tex	False
601	24	Buff	True	seta	3000	0	4	Titanic Wrath	43	Titanic Wrath	Increases Power by $H_W_GOOD20$COLOR_END. Increases Attack Speed by $H_W_GOOD6$COLOR_END.	icon_skills.rage_tex	icon_skills.rage_tex	False
602	Speed	Buff	True	seta	3000	0	25	Titanic Wrath II	43	Titanic Wrath II	Increases Power by $H_W_GOOD25$COLOR_END. Increases Attack Speed by $H_W_GOOD6$COLOR_END.	icon_skills.rage_tex	icon_skills.rage_tex	False
602	24	Buff	True	seta	3000	0	6	Titanic Wrath II	43	Titanic Wrath II	Increases Power by $H_W_GOOD25$COLOR_END. Increases Attack Speed by $H_W_GOOD6$COLOR_END.	icon_skills.rage_tex	icon_skills.rage_tex	False
603	Speed	Buff	False	seta	35000	0	40	Titanic Wrath	2	Titanic Wrath	Increases Power by $H_W_GOOD$value$COLOR_END. Increases Attack Speed by $H_W_GOOD8$COLOR_END.	icon_skills.rage_tex	icon_skills.rage_tex	True
603	24	Buff	False	seta	35000	0	8	Titanic Wrath	2	Titanic Wrath	Increases Power by $H_W_GOOD$value$COLOR_END. Increases Attack Speed by $H_W_GOOD8$COLOR_END.	icon_skills.rage_tex	icon_skills.rage_tex	True
603	227	Buff	False	seta	35000	0	30000	Titanic Wrath	2	Titanic Wrath	Increases Power by $H_W_GOOD$value$COLOR_END. Increases Attack Speed by $H_W_GOOD8$COLOR_END.	icon_skills.rage_tex	icon_skills.rage_tex	True
901	211	Stun	False	seta	3000	0	5	Shara's Lash	22401	Shara's Lash	Stunned. Cannot move. Decreases Movement Speed for 6 seconds after stun effect.	icon_skills.flashball_tex	icon_skills.flashball_tex	True
901	264	Stun	False	seta	3000	0	701330	Shara's Lash	22401	Shara's Lash	Stunned. Cannot move. Decreases Movement Speed for 6 seconds after stun effect.	icon_skills.flashball_tex	icon_skills.flashball_tex	True
901	264	Stun	False	seta	3000	0	701331	Shara's Lash	22401	Shara's Lash	Stunned. Cannot move. Decreases Movement Speed for 6 seconds after stun effect.	icon_skills.flashball_tex	icon_skills.flashball_tex	True
901	223	Stun	False	seta	3000	0	700501	Shara's Lash	22401	Shara's Lash	Stunned. Cannot move. Decreases Movement Speed for 6 seconds after stun effect.	icon_skills.flashball_tex	icon_skills.flashball_tex	True
902	203	Buff	True	seta	1000	0	1	Noctenium Infusion	49	Noctenium Infusion	Activates a skill's noctenium effects.	icon_items.union_supplies5_tex	icon_items.union_supplies5_tex	True
902	168	Buff	True	seta	1000	0	0	Noctenium Infusion	49	Noctenium Infusion	Activates a skill's noctenium effects.	icon_items.union_supplies5_tex	icon_items.union_supplies5_tex	True
902	108	Buff	True	seta	1000	0	0	Noctenium Infusion	49	Noctenium Infusion	Activates a skill's noctenium effects.	icon_items.union_supplies5_tex	icon_items.union_supplies5_tex	True
903	190	Buff	False	seta	30000	0	0	Murderous Intent	71	Murderous Intent	Increases Power by $H_W_GOOD$value2$COLOR_END, Attack Speed by $H_W_GOOD$value3$COLOR_END, Crit Factor by $H_W_GOOD$value5$COLOR_END, and Movement Speed by $H_W_GOOD$value4$COLOR_END.	icon_skills.battlefield_high_ranking_tex	icon_skills.battlefield_high_ranking_tex	True
